loan_id,customer_id,file_date,internal_risk_score,risk_band_code,source_system,fraud_flag
LN-500095,CUST-103414,2025-05-02,767.0,R2,RISK_ENGINE,False
LN-500096,CUST-104077,2025-05-02,742.0,R2,RISK_ENGINE,False
LN-500097,CUST-106482,2025-05-02,810.0,R1,RISK_ENGINE,False
LN-500098,CUST-103528,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-500099,CUST-102530,2025-05-02,645.0,R5,RISK_ENGINE,False
LN-500100,CUST-102182,2025-05-02,726.0,R3,RISK_ENGINE,False
LN-500101,CUST-107675,2025-05-02,726.0,R3,RISK_ENGINE,False
LN-500102,CUST-107178,2025-05-02,801.0,R1,RISK_ENGINE,False
LN-500103,CUST-103489,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-500104,CUST-101226,2025-05-02,818.0,R1,RISK_ENGINE,False
LN-500105,CUST-100146,2025-05-02,452.0,R7,RISK_ENGINE,False
LN-500106,CUST-107420,2025-05-02,722.0,R3,RISK_ENGINE,False
LN-500107,CUST-104318,2025-05-02,824.0,R1,RISK_ENGINE,False
LN-500108,CUST-105606,2025-05-02,811.0,R1,RISK_ENGINE,False
LN-500109,CUST-107381,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-500110,CUST-107321,2025-05-02,810.0,R1,RISK_ENGINE,False
LN-500111,CUST-103769,2025-05-02,770.0,R2,RISK_ENGINE,False
LN-500112,CUST-102449,2025-05-02,715.0,R3,RISK_ENGINE,False
LN-500113,CUST-101074,2025-05-02,644.0,R5,RISK_ENGINE,False
LN-500114,CUST-104832,2025-05-02,724.0,R3,RISK_ENGINE,False
LN-500115,CUST-103800,2025-05-02,828.0,R1,RISK_ENGINE,False
LN-500116,CUST-105367,2025-05-02,687.0,R4,RISK_ENGINE,False
LN-500117,CUST-106238,2025-05-02,709.0,R3,RISK_ENGINE,False
LN-500118,CUST-107281,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-500119,CUST-103247,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-500120,CUST-107859,2025-05-02,585.0,R6,RISK_ENGINE,False
LN-500121,CUST-105306,2025-05-02,596.0,R6,RISK_ENGINE,False
LN-500122,CUST-100099,2025-05-02,641.0,R5,RISK_ENGINE,False
LN-500123,CUST-105563,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-500124,CUST-106486,2025-05-02,437.0,R7,RISK_ENGINE,False
LN-500125,CUST-103212,2025-05-02,720.0,R3,RISK_ENGINE,False
LN-500126,CUST-105524,2025-05-02,434.0,R7,RISK_ENGINE,False
LN-500127,CUST-107325,2025-05-02,679.0,R4,RISK_ENGINE,False
LN-500128,CUST-104704,2025-05-02,816.0,R1,RISK_ENGINE,False
LN-500129,CUST-107601,2025-05-02,709.0,R3,RISK_ENGINE,False
LN-500130,CUST-105311,2025-05-02,834.0,R1,RISK_ENGINE,False
LN-500131,CUST-104688,2025-05-02,688.0,R4,RISK_ENGINE,False
LN-500132,CUST-106805,2025-05-02,817.0,R1,RISK_ENGINE,False
LN-500133,CUST-104975,2025-05-02,691.0,R4,RISK_ENGINE,False
LN-500134,CUST-107347,2025-05-02,803.0,R1,RISK_ENGINE,False
LN-500135,CUST-101244,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-500136,CUST-101257,2025-05-02,809.0,R1,RISK_ENGINE,False
LN-500137,CUST-100206,2025-05-02,665.0,R4,RISK_ENGINE,False
LN-500138,CUST-106409,2025-05-02,821.0,R1,RISK_ENGINE,False
LN-500139,CUST-107541,2025-05-02,801.0,R1,RISK_ENGINE,False
LN-500140,CUST-107546,2025-05-02,617.0,R6,RISK_ENGINE,False
LN-500141,CUST-102791,2025-05-02,820.0,R1,RISK_ENGINE,False
LN-500142,CUST-106534,2025-05-02,683.0,R4,RISK_ENGINE,False
LN-500143,CUST-102168,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-500144,CUST-101406,2025-05-02,761.0,R2,RISK_ENGINE,False
LN-500145,CUST-105191,2025-05-02,632.0,R5,RISK_ENGINE,False
LN-500146,CUST-107574,2025-05-02,755.0,R2,RISK_ENGINE,False
LN-500147,CUST-104528,2025-05-02,639.0,R5,RISK_ENGINE,False
LN-500148,CUST-100699,2025-05-02,726.0,R3,RISK_ENGINE,False
LN-500149,CUST-100560,2025-05-02,641.0,R5,RISK_ENGINE,False
LN-500150,CUST-104542,2025-05-02,601.0,R6,RISK_ENGINE,False
LN-500151,CUST-106701,2025-05-02,826.0,R1,RISK_ENGINE,False
LN-500152,CUST-105503,2025-05-02,444.0,R7,RISK_ENGINE,False
LN-500153,CUST-102850,2025-05-02,729.0,R3,RISK_ENGINE,False
LN-500154,CUST-105313,2025-05-02,675.0,R4,RISK_ENGINE,False
LN-500155,CUST-105467,2025-05-02,683.0,R4,RISK_ENGINE,False
LN-500156,CUST-106597,2025-05-02,628.0,R5,RISK_ENGINE,False
LN-500157,CUST-103741,2025-05-02,606.0,R6,RISK_ENGINE,False
LN-500158,CUST-102628,2025-05-02,775.0,R2,RISK_ENGINE,False
LN-500159,CUST-100960,2025-05-02,671.0,R4,RISK_ENGINE,False
LN-500160,CUST-107095,2025-05-02,683.0,R4,RISK_ENGINE,False
LN-500161,CUST-105816,2025-05-02,623.0,R5,RISK_ENGINE,False
LN-500162,CUST-103245,2025-05-02,747.0,R2,RISK_ENGINE,False
LN-500163,CUST-104815,2025-05-02,758.0,R2,RISK_ENGINE,False
LN-500164,CUST-100191,2025-05-02,707.0,R3,RISK_ENGINE,False
LN-500165,CUST-106950,2025-05-02,670.0,R4,RISK_ENGINE,False
LN-500166,CUST-101355,2025-05-02,626.0,R5,RISK_ENGINE,False
LN-500167,CUST-106671,2025-05-02,648.0,R5,RISK_ENGINE,False
LN-500168,CUST-107937,2025-05-02,597.0,R6,RISK_ENGINE,False
LN-500169,CUST-104618,2025-05-02,639.0,R5,RISK_ENGINE,False
LN-500170,CUST-103411,2025-05-02,672.0,R4,RISK_ENGINE,False
LN-500171,CUST-105832,2025-05-02,676.0,R4,RISK_ENGINE,False
LN-500172,CUST-107462,2025-05-02,703.0,R3,RISK_ENGINE,False
LN-500173,CUST-101117,2025-05-02,744.0,R2,RISK_ENGINE,False
LN-500174,CUST-100151,2025-05-02,642.0,R5,RISK_ENGINE,False
LN-500175,CUST-101728,2025-05-02,648.0,R5,RISK_ENGINE,False
LN-500176,CUST-100750,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-500177,CUST-102030,2025-05-02,691.0,R4,RISK_ENGINE,False
LN-500178,CUST-101366,2025-05-02,696.0,R4,RISK_ENGINE,False
LN-500179,CUST-106006,2025-05-02,676.0,R4,RISK_ENGINE,False
LN-500180,CUST-107695,2025-05-02,682.0,R4,RISK_ENGINE,False
LN-500181,CUST-107618,2025-05-02,594.0,R6,RISK_ENGINE,False
LN-500182,CUST-101885,2025-05-02,653.0,R5,RISK_ENGINE,False
LN-500183,CUST-101021,2025-05-02,689.0,R4,RISK_ENGINE,False
LN-500184,CUST-105514,2025-05-02,805.0,R1,RISK_ENGINE,False
LN-500185,CUST-106609,2025-05-02,750.0,R2,RISK_ENGINE,False
LN-500186,CUST-104409,2025-05-02,727.0,R3,RISK_ENGINE,False
LN-500187,CUST-101483,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-500188,CUST-106156,2025-05-02,720.0,R3,RISK_ENGINE,False
LN-500189,CUST-101815,2025-05-02,668.0,R4,RISK_ENGINE,False
LN-500190,CUST-101438,2025-05-02,764.0,R2,RISK_ENGINE,False
LN-500191,CUST-107837,2025-05-02,753.0,R2,RISK_ENGINE,False
LN-500192,CUST-103371,2025-05-02,758.0,R2,RISK_ENGINE,False
LN-500193,CUST-102684,2025-05-02,641.0,R5,RISK_ENGINE,False
LN-500194,CUST-103339,2025-05-02,599.0,R6,RISK_ENGINE,False
LN-500195,CUST-105033,2025-05-02,769.0,R2,RISK_ENGINE,False
LN-500196,CUST-103844,2025-05-02,739.0,R3,RISK_ENGINE,False
LN-500197,CUST-104510,2025-05-02,652.0,R5,RISK_ENGINE,False
LN-500198,CUST-106796,2025-05-02,759.0,R2,RISK_ENGINE,False
LN-500199,CUST-107657,2025-05-02,442.0,R7,RISK_ENGINE,False
LN-500200,CUST-102563,2025-05-02,684.0,R4,RISK_ENGINE,False
LN-500201,CUST-100687,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-500202,CUST-101775,2025-05-02,634.0,R5,RISK_ENGINE,False
LN-500203,CUST-102447,2025-05-02,601.0,R6,RISK_ENGINE,False
LN-500204,CUST-100413,2025-05-02,769.0,R2,RISK_ENGINE,False
LN-500205,CUST-104919,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-500206,CUST-100591,2025-05-02,711.0,R3,RISK_ENGINE,False
LN-500207,CUST-100001,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-500208,CUST-103849,2025-05-02,598.0,R6,RISK_ENGINE,False
LN-500209,CUST-107182,2025-05-02,732.0,R3,RISK_ENGINE,False
LN-500210,CUST-104226,2025-05-02,635.0,R5,RISK_ENGINE,False
LN-500211,CUST-107222,2025-05-02,688.0,R4,RISK_ENGINE,False
LN-500212,CUST-100656,2025-05-02,750.0,R2,RISK_ENGINE,False
LN-500213,CUST-107711,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-500214,CUST-104378,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-500215,CUST-102880,2025-05-02,637.0,R5,RISK_ENGINE,False
LN-500216,CUST-102500,2025-05-02,736.0,R3,RISK_ENGINE,False
LN-500217,CUST-105487,2025-05-02,649.0,R5,RISK_ENGINE,False
LN-500218,CUST-106769,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-500219,CUST-105222,2025-05-02,769.0,R2,RISK_ENGINE,False
LN-500220,CUST-105258,2025-05-02,756.0,R2,RISK_ENGINE,False
LN-500221,CUST-101291,2025-05-02,605.0,R6,RISK_ENGINE,False
LN-500222,CUST-102469,2025-05-02,713.0,R3,RISK_ENGINE,False
LN-500223,CUST-100203,2025-05-02,644.0,R5,RISK_ENGINE,False
LN-500224,CUST-105099,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-500225,CUST-103980,2025-05-02,748.0,R2,RISK_ENGINE,False
LN-500226,CUST-103029,2025-05-02,768.0,R2,RISK_ENGINE,False
LN-500227,CUST-102869,2025-05-02,725.0,R3,RISK_ENGINE,False
LN-500228,CUST-102870,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-500229,CUST-104082,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-500230,CUST-104496,2025-05-02,634.0,R5,RISK_ENGINE,False
LN-500231,CUST-104740,2025-05-02,637.0,R5,RISK_ENGINE,False
LN-500232,CUST-106855,2025-05-02,734.0,R3,RISK_ENGINE,False
LN-500233,CUST-105377,2025-05-02,429.0,R7,RISK_ENGINE,False
LN-500234,CUST-103762,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-500235,CUST-102463,2025-05-02,748.0,R2,RISK_ENGINE,False
LN-500236,CUST-105684,2025-05-02,634.0,R5,RISK_ENGINE,False
LN-500237,CUST-103827,2025-05-02,655.0,R5,RISK_ENGINE,False
LN-500238,CUST-102630,2025-05-02,645.0,R5,RISK_ENGINE,False
LN-500239,CUST-106761,2025-05-02,648.0,R5,RISK_ENGINE,False
LN-500240,CUST-106766,2025-05-02,821.0,R1,RISK_ENGINE,False
LN-500241,CUST-104678,2025-05-02,641.0,R5,RISK_ENGINE,False
LN-500242,CUST-103837,2025-05-02,766.0,R2,RISK_ENGINE,False
LN-500243,CUST-104204,2025-05-02,727.0,R3,RISK_ENGINE,False
LN-500244,CUST-105395,2025-05-02,603.0,R6,RISK_ENGINE,False
LN-500245,CUST-107237,2025-05-02,645.0,R5,RISK_ENGINE,False
LN-500246,CUST-103962,2025-05-02,725.0,R3,RISK_ENGINE,False
LN-500247,CUST-106503,2025-05-02,754.0,R2,RISK_ENGINE,False
LN-500248,CUST-100186,2025-05-02,643.0,R5,RISK_ENGINE,False
LN-500249,CUST-102992,2025-05-02,745.0,R2,RISK_ENGINE,False
LN-500250,CUST-103894,2025-05-02,711.0,R3,RISK_ENGINE,False
LN-500251,CUST-105073,2025-05-02,816.0,R1,RISK_ENGINE,False
LN-500252,CUST-103103,2025-05-02,656.0,R5,RISK_ENGINE,False
LN-500253,CUST-102585,2025-05-02,688.0,R4,RISK_ENGINE,False
LN-500254,CUST-102097,2025-05-02,764.0,R2,RISK_ENGINE,False
LN-500255,CUST-101809,2025-05-02,638.0,R5,RISK_ENGINE,False
LN-500256,CUST-104548,2025-05-02,767.0,R2,RISK_ENGINE,False
LN-500257,CUST-101792,2025-05-02,705.0,R3,RISK_ENGINE,False
LN-500258,CUST-104634,2025-05-02,686.0,R4,RISK_ENGINE,False
LN-500259,CUST-105082,2025-05-02,728.0,R3,RISK_ENGINE,False
LN-500260,CUST-106555,2025-05-02,598.0,R6,RISK_ENGINE,False
LN-500261,CUST-102454,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-500262,CUST-106242,2025-05-02,761.0,R2,RISK_ENGINE,False
LN-500263,CUST-105658,2025-05-02,678.0,R4,RISK_ENGINE,False
LN-500264,CUST-106962,2025-05-02,599.0,R6,RISK_ENGINE,False
LN-500265,CUST-100983,2025-05-02,455.0,R7,RISK_ENGINE,False
LN-500266,CUST-103606,2025-05-02,719.0,R3,RISK_ENGINE,False
LN-500267,CUST-102510,2025-05-02,823.0,R1,RISK_ENGINE,False
LN-500268,CUST-105404,2025-05-02,723.0,R3,RISK_ENGINE,False
LN-500269,CUST-102799,2025-05-02,765.0,R2,RISK_ENGINE,False
LN-500270,CUST-103325,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-500271,CUST-100758,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-500272,CUST-105541,2025-05-02,812.0,R1,RISK_ENGINE,False
LN-500273,CUST-100608,2025-05-02,826.0,R1,RISK_ENGINE,False
LN-500274,CUST-102810,2025-05-02,428.0,R7,RISK_ENGINE,False
LN-500275,CUST-100811,2025-05-02,735.0,R3,RISK_ENGINE,False
LN-500276,CUST-100044,2025-05-02,598.0,R6,RISK_ENGINE,False
LN-500277,CUST-105267,2025-05-02,753.0,R2,RISK_ENGINE,False
LN-500278,CUST-101308,2025-05-02,630.0,R5,RISK_ENGINE,False
LN-500279,CUST-105582,2025-05-02,711.0,R3,RISK_ENGINE,False
LN-500280,CUST-107817,2025-05-02,798.0,R1,RISK_ENGINE,False
LN-500281,CUST-101221,2025-05-02,771.0,R2,RISK_ENGINE,False
LN-500282,CUST-105662,2025-05-02,832.0,R1,RISK_ENGINE,False
LN-500283,CUST-102743,2025-05-02,623.0,R5,RISK_ENGINE,False
LN-500284,CUST-102704,2025-05-02,604.0,R6,RISK_ENGINE,False
LN-500285,CUST-105329,2025-05-02,758.0,R2,RISK_ENGINE,False
LN-500286,CUST-101328,2025-05-02,434.0,R7,RISK_ENGINE,False
LN-500287,CUST-100152,2025-05-02,669.0,R4,RISK_ENGINE,False
LN-500288,CUST-101279,2025-05-02,804.0,R1,RISK_ENGINE,False
LN-500289,CUST-106907,2025-05-02,824.0,R1,RISK_ENGINE,False
LN-500290,CUST-104294,2025-05-02,710.0,R3,RISK_ENGINE,False
LN-500291,CUST-105904,2025-05-02,718.0,R3,RISK_ENGINE,False
LN-500292,CUST-101553,2025-05-02,603.0,R6,RISK_ENGINE,False
LN-500293,CUST-102529,2025-05-02,725.0,R3,RISK_ENGINE,False
LN-500294,CUST-107666,2025-05-02,677.0,R4,RISK_ENGINE,False
LN-500295,CUST-104111,2025-05-02,716.0,R3,RISK_ENGINE,False
LN-500296,CUST-104743,2025-05-02,758.0,R2,RISK_ENGINE,False
LN-500297,CUST-107582,2025-05-02,761.0,R2,RISK_ENGINE,False
LN-500298,CUST-101825,2025-05-02,594.0,R6,RISK_ENGINE,False
LN-500299,CUST-105354,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-500300,CUST-103009,2025-05-02,761.0,R2,RISK_ENGINE,False
LN-500301,CUST-101515,2025-05-02,718.0,R3,RISK_ENGINE,False
LN-500302,CUST-100532,2025-05-02,632.0,R5,RISK_ENGINE,False
LN-500303,CUST-103668,2025-05-02,755.0,R2,RISK_ENGINE,False
LN-500304,CUST-106100,2025-05-02,814.0,R1,RISK_ENGINE,False
LN-500305,CUST-105399,2025-05-02,760.0,R2,RISK_ENGINE,False
LN-500306,CUST-107248,2025-05-02,815.0,R1,RISK_ENGINE,False
LN-500307,CUST-104440,2025-05-02,741.0,R2,RISK_ENGINE,False
LN-500308,CUST-103737,2025-05-02,712.0,R3,RISK_ENGINE,False
LN-500309,CUST-100412,2025-05-02,626.0,R5,RISK_ENGINE,False
LN-500310,CUST-106088,2025-05-02,764.0,R2,RISK_ENGINE,False
LN-500311,CUST-100956,2025-05-02,718.0,R3,RISK_ENGINE,False
LN-500312,CUST-100269,2025-05-02,761.0,R2,RISK_ENGINE,False
LN-500313,CUST-107185,2025-05-02,679.0,R4,RISK_ENGINE,False
LN-500314,CUST-102690,2025-05-02,813.0,R1,RISK_ENGINE,False
LN-500315,CUST-100729,2025-05-02,749.0,R2,RISK_ENGINE,False
LN-500316,CUST-104046,2025-05-02,625.0,R5,RISK_ENGINE,False
LN-500317,CUST-102210,2025-05-02,717.0,R3,RISK_ENGINE,False
LN-500318,CUST-101405,2025-05-02,710.0,R3,RISK_ENGINE,False
LN-500319,CUST-104728,2025-05-02,729.0,R3,RISK_ENGINE,False
LN-500320,CUST-102839,2025-05-02,755.0,R2,RISK_ENGINE,False
LN-500321,CUST-100368,2025-05-02,751.0,R2,RISK_ENGINE,False
LN-500322,CUST-104946,2025-05-02,676.0,R4,RISK_ENGINE,False
LN-500323,CUST-107608,2025-05-02,438.0,R7,RISK_ENGINE,False
LN-500324,CUST-105274,2025-05-02,679.0,R4,RISK_ENGINE,False
LN-500325,CUST-100070,2025-05-02,648.0,R5,RISK_ENGINE,False
LN-500326,CUST-107171,2025-05-02,715.0,R3,RISK_ENGINE,False
LN-500327,CUST-103794,2025-05-02,708.0,R3,RISK_ENGINE,False
LN-500328,CUST-104118,2025-05-02,667.0,R4,RISK_ENGINE,False
LN-500329,CUST-103032,2025-05-02,632.0,R5,RISK_ENGINE,False
LN-500330,CUST-107172,2025-05-02,638.0,R5,RISK_ENGINE,False
LN-500331,CUST-102249,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-500332,CUST-102224,2025-05-02,680.0,R4,RISK_ENGINE,False
LN-500333,CUST-101118,2025-05-02,673.0,R4,RISK_ENGINE,False
LN-500334,CUST-107363,2025-05-02,633.0,R5,RISK_ENGINE,False
LN-500335,CUST-101643,2025-05-02,674.0,R4,RISK_ENGINE,False
LN-500336,CUST-100097,2025-05-02,585.0,R6,RISK_ENGINE,False
LN-500337,CUST-105683,2025-05-02,824.0,R1,RISK_ENGINE,False
LN-500338,CUST-105481,2025-05-02,607.0,R6,RISK_ENGINE,False
LN-500339,CUST-103578,2025-05-02,598.0,R6,RISK_ENGINE,False
LN-500340,CUST-101013,2025-05-02,596.0,R6,RISK_ENGINE,False
LN-500341,CUST-100871,2025-05-02,667.0,R4,RISK_ENGINE,False
LN-500342,CUST-106338,2025-05-02,759.0,R2,RISK_ENGINE,False
LN-500343,CUST-101858,2025-05-02,681.0,R4,RISK_ENGINE,False
LN-500344,CUST-102160,2025-05-02,825.0,R1,RISK_ENGINE,False
LN-500345,CUST-101427,2025-05-02,708.0,R3,RISK_ENGINE,False
LN-500346,CUST-107883,2025-05-02,602.0,R6,RISK_ENGINE,False
LN-500347,CUST-104477,2025-05-02,635.0,R5,RISK_ENGINE,False
LN-500348,CUST-103742,2025-05-02,722.0,R3,RISK_ENGINE,False
LN-500349,CUST-107781,2025-05-02,689.0,R4,RISK_ENGINE,False
LN-500350,CUST-107326,2025-05-02,713.0,R3,RISK_ENGINE,False
LN-500351,CUST-100138,2025-05-02,689.0,R4,RISK_ENGINE,False
LN-500352,CUST-103228,2025-05-02,689.0,R4,RISK_ENGINE,False
LN-500353,CUST-105286,2025-05-02,715.0,R3,RISK_ENGINE,False
LN-500354,CUST-102598,2025-05-02,679.0,R4,RISK_ENGINE,False
LN-500355,CUST-104021,2025-05-02,719.0,R3,RISK_ENGINE,False
