loan_id,customer_id,snapshot_date,bucket_index,dpd,restructured_flag,fraud_flag,outstanding_balance,delinquency_bucket
LN-500084,CUST-100431,2025-02-08,0,0,False,False,31831.24,Current
LN-500086,CUST-102086,2025-02-08,0,0,False,False,24512.0275,Current
LN-500087,CUST-101210,2025-02-08,0,0,False,False,4601.220000000003,Current
LN-500089,CUST-106512,2025-02-08,0,0,False,False,6768.317499999998,Current
LN-500090,CUST-101465,2025-02-08,0,0,False,False,43317.817500000005,Current
LN-500091,CUST-101474,2025-02-08,0,0,False,False,43353.38999999999,Current
LN-500092,CUST-102555,2025-02-08,0,0,False,False,55581.88750000002,Current
LN-500093,CUST-107444,2025-02-08,3,79,False,False,14148.655000000002,60-89
LN-500098,CUST-103528,2025-02-08,0,0,False,False,40944.280000000006,Current
LN-500100,CUST-102182,2025-02-08,0,0,False,False,44837.2125,Current
LN-500101,CUST-107675,2025-02-08,0,0,False,False,22155.78,Current
LN-500103,CUST-103489,2025-02-08,0,0,False,False,18180.209999999992,Current
LN-500104,CUST-101226,2025-02-08,0,0,False,False,8303.797499999997,Current
LN-500105,CUST-100146,2025-02-08,0,0,False,False,41951.95500000003,Current
LN-500106,CUST-107420,2025-02-08,0,0,False,False,37069.57,Current
LN-500107,CUST-104318,2025-02-08,0,0,False,False,51063.005,Current
LN-500109,CUST-107381,2025-02-08,0,0,False,False,30003.33000000001,Current
LN-500111,CUST-103769,2025-02-08,0,0,False,False,14040.025000000003,Current
LN-500113,CUST-101074,2025-02-08,0,0,False,False,320572.27249999985,Current
LN-500114,CUST-104832,2025-02-08,0,0,False,False,7367.119999999999,Current
LN-500115,CUST-103800,2025-02-08,0,0,False,False,43628.08499999999,Current
LN-500116,CUST-105367,2025-02-08,0,0,False,False,40568.045,Current
LN-500117,CUST-106238,2025-02-08,0,0,False,False,10243.604999999998,Current
LN-500119,CUST-103247,2025-02-08,0,0,False,False,30252.179999999997,Current
LN-500122,CUST-100099,2025-02-08,0,0,False,False,4946.697500000001,Current
LN-500123,CUST-105563,2025-02-08,0,0,False,False,16835.72999999999,Current
LN-500124,CUST-106486,2025-02-08,1,4,False,False,3083.6099999999997,1-29
LN-500125,CUST-103212,2025-02-08,0,0,False,False,13422.182500000004,Current
LN-500128,CUST-104704,2025-02-08,0,0,False,False,45125.68500000001,Current
LN-500131,CUST-104688,2025-02-08,0,0,False,False,29512.714999999997,Current
LN-500133,CUST-104975,2025-02-08,0,0,False,False,207607.36499999996,Current
LN-500134,CUST-107347,2025-02-08,0,0,False,False,3266.7,Current
LN-500135,CUST-101244,2025-02-08,0,0,False,False,79272.28499999993,Current
LN-500137,CUST-100206,2025-02-08,1,23,False,False,3550.3250000000003,1-29
LN-500138,CUST-106409,2025-02-08,0,0,False,False,14036.734999999997,Current
LN-500139,CUST-107541,2025-02-08,0,0,False,False,17748.29999999998,Current
LN-500140,CUST-107546,2025-02-08,0,0,False,False,68111.39999999997,Current
LN-500141,CUST-102791,2025-02-08,0,0,False,False,7223.060000000003,Current
LN-500142,CUST-106534,2025-02-08,0,0,False,False,11830.862500000001,Current
LN-500144,CUST-101406,2025-02-08,0,0,False,False,15637.740000000009,Current
LN-500145,CUST-105191,2025-02-08,0,0,False,False,24028.88,Current
LN-500146,CUST-107574,2025-02-08,0,0,False,False,12616.460000000001,Current
LN-500147,CUST-104528,2025-02-08,0,0,False,False,46470.78,Current
LN-500148,CUST-100699,2025-02-08,0,0,False,False,8368.122499999998,Current
LN-500150,CUST-104542,2025-02-08,0,0,False,False,3101.9475,Current
LN-500151,CUST-106701,2025-02-08,0,0,False,False,42458.52999999997,Current
LN-500152,CUST-105503,2025-02-08,0,0,False,False,28474.064999999995,Current
LN-500154,CUST-105313,2025-02-08,0,0,False,False,10425.509999999998,Current
LN-500156,CUST-106597,2025-02-08,0,0,False,False,45772.00249999998,Current
LN-500157,CUST-103741,2025-02-08,0,0,False,False,21419.64749999999,Current
LN-500160,CUST-107095,2025-02-08,0,0,False,False,60593.91,Current
LN-500161,CUST-105816,2025-02-08,0,0,False,False,272639.5349999999,Current
LN-500162,CUST-103245,2025-02-08,0,0,False,False,11058.53999999999,Current
LN-500164,CUST-100191,2025-02-08,0,0,False,False,1469.0699999999997,Current
LN-500165,CUST-106950,2025-02-08,0,0,False,False,14550.072500000015,Current
LN-500167,CUST-106671,2025-02-08,0,0,False,False,13230.380000000001,Current
LN-500169,CUST-104618,2025-02-08,0,0,False,False,16827.165000000005,Current
LN-500171,CUST-105832,2025-02-08,0,0,True,False,6418.980000000001,Current
LN-500172,CUST-107462,2025-02-08,0,0,False,False,9305.830000000005,Current
LN-500174,CUST-100151,2025-02-08,1,14,False,False,42359.43499999998,1-29
LN-500176,CUST-100750,2025-02-08,0,0,False,False,22925.28500000001,Current
LN-500178,CUST-101366,2025-02-08,0,0,False,False,143519.88749999998,Current
LN-500179,CUST-106006,2025-02-08,0,0,False,False,23564.595,Current
LN-500180,CUST-107695,2025-02-08,0,0,False,False,9215.299999999996,Current
LN-500181,CUST-107618,2025-02-08,0,0,False,False,12367.9975,Current
LN-500182,CUST-101885,2025-02-08,0,0,False,False,233475.14,Current
LN-500184,CUST-105514,2025-02-08,0,0,False,False,180080.75750000004,Current
LN-500185,CUST-106609,2025-02-08,0,0,False,False,8662.689999999997,Current
LN-500187,CUST-101483,2025-02-08,0,0,False,False,2096.725,Current
LN-500189,CUST-101815,2025-02-08,0,0,False,False,36062.42249999999,Current
LN-500190,CUST-101438,2025-02-08,0,0,False,False,43124.655,Current
LN-500191,CUST-107837,2025-02-08,0,0,False,False,3973.32,Current
LN-500192,CUST-103371,2025-02-08,0,0,False,False,21439.145000000008,Current
LN-500193,CUST-102684,2025-02-08,0,0,False,False,1846.455,Current
LN-500194,CUST-103339,2025-02-08,0,0,False,False,11038.91,Current
LN-500195,CUST-105033,2025-02-08,0,0,False,False,15488.205000000009,Current
LN-500196,CUST-103844,2025-02-08,0,0,False,False,45909.6675,Current
LN-500198,CUST-106796,2025-02-08,0,0,False,False,17509.49,Current
LN-500199,CUST-107657,2025-02-08,0,0,False,False,8341.585000000003,Current
LN-500200,CUST-102563,2025-02-08,0,0,False,False,8396.012499999995,Current
LN-500201,CUST-100687,2025-02-08,1,7,False,False,16244.212500000001,1-29
LN-500205,CUST-104919,2025-02-08,0,0,True,False,30228.480000000003,Current
LN-500207,CUST-100001,2025-02-08,0,0,False,False,499.07500000000005,Current
LN-500208,CUST-103849,2025-02-08,0,0,False,False,9714.149999999996,Current
LN-500209,CUST-107182,2025-02-08,0,0,False,False,137477.16999999998,Current
LN-500210,CUST-104226,2025-02-08,0,0,False,False,8360.06,Current
LN-500211,CUST-107222,2025-02-08,1,12,False,False,10032.455000000004,1-29
LN-500212,CUST-100656,2025-02-08,0,0,False,False,11535.04,Current
LN-500213,CUST-107711,2025-02-08,3,86,False,False,14567.785,60-89
LN-500214,CUST-104378,2025-02-08,0,0,False,False,5025.552499999996,Current
LN-500216,CUST-102500,2025-02-08,0,0,False,False,11159.889999999998,Current
LN-500218,CUST-106769,2025-02-08,0,0,False,False,47712.70999999997,Current
LN-500219,CUST-105222,2025-02-08,0,0,False,False,38401.715000000004,Current
LN-500220,CUST-105258,2025-02-08,0,0,False,False,28685.177500000013,Current
LN-500222,CUST-102469,2025-02-08,0,0,False,False,11637.482499999996,Current
LN-500223,CUST-100203,2025-02-08,0,0,False,False,12484.58,Current
LN-500225,CUST-103980,2025-02-08,0,0,False,False,15885.707499999997,Current
LN-500226,CUST-103029,2025-02-08,0,0,False,False,13491.250000000004,Current
LN-500228,CUST-102870,2025-02-08,0,0,False,False,5476.280000000002,Current
LN-500231,CUST-104740,2025-02-08,0,0,False,False,25120.39999999999,Current
LN-500232,CUST-106855,2025-02-08,0,0,False,False,453891.205,Current
LN-500237,CUST-103827,2025-02-08,0,0,False,False,13650.569999999998,Current
LN-500239,CUST-106761,2025-02-08,0,0,False,False,24311.952499999996,Current
LN-500240,CUST-106766,2025-02-08,0,0,False,False,8703.959999999997,Current
LN-500241,CUST-104678,2025-02-08,0,0,False,False,8676.650000000001,Current
LN-500243,CUST-104204,2025-02-08,0,0,False,False,28868.8225,Current
LN-500244,CUST-105395,2025-02-08,0,0,False,False,21942.239999999998,Current
LN-500248,CUST-100186,2025-02-08,0,0,False,False,582288.2724999998,Current
LN-500249,CUST-102992,2025-02-08,0,0,False,False,11279.785,Current
LN-500250,CUST-103894,2025-02-08,0,0,False,False,108138.29750000002,Current
LN-500252,CUST-103103,2025-02-08,0,0,False,False,92284.35000000003,Current
LN-500254,CUST-102097,2025-02-08,0,0,False,False,51304.587499999994,Current
LN-500255,CUST-101809,2025-02-08,0,0,False,False,9164.055,Current
LN-500256,CUST-104548,2025-02-08,0,0,False,False,19084.144999999997,Current
LN-500258,CUST-104634,2025-02-08,0,0,False,False,18786.389999999992,Current
LN-500259,CUST-105082,2025-02-08,0,0,False,False,25585.384999999995,Current
LN-500260,CUST-106555,2025-02-08,0,0,False,False,13076.020000000004,Current
LN-500264,CUST-106962,2025-02-08,0,0,False,False,261058.34,Current
LN-500265,CUST-100983,2025-02-08,0,0,False,False,19410.459999999995,Current
LN-500266,CUST-103606,2025-02-08,0,0,False,False,13524.5125,Current
LN-500268,CUST-105404,2025-02-08,0,0,False,False,15395.062499999993,Current
LN-500269,CUST-102799,2025-02-08,0,0,False,False,45053.65499999999,Current
LN-500270,CUST-103325,2025-02-08,0,0,True,False,25573.734999999993,Current
LN-500271,CUST-100758,2025-02-08,0,0,False,False,2487.495,Current
LN-500272,CUST-105541,2025-02-08,0,0,False,False,23532.049999999996,Current
LN-500273,CUST-100608,2025-02-08,0,0,False,False,21568.16249999999,Current
LN-500274,CUST-102810,2025-02-08,0,0,False,False,47953.92749999998,Current
LN-500276,CUST-100044,2025-02-08,0,0,False,False,12850.830000000004,Current
LN-500277,CUST-105267,2025-02-08,0,0,False,False,5747.810000000003,Current
LN-500278,CUST-101308,2025-02-08,0,0,False,False,35656.347499999996,Current
LN-500280,CUST-107817,2025-02-08,0,0,False,False,37371.51000000001,Current
LN-500282,CUST-105662,2025-02-08,0,0,False,False,13218.042500000003,Current
LN-500283,CUST-102743,2025-02-08,0,0,False,False,1705.2025,Current
LN-500284,CUST-102704,2025-02-08,0,0,False,False,1407.410000000001,Current
LN-500285,CUST-105329,2025-02-08,2,60,False,False,103923.36,30-59
LN-500286,CUST-101328,2025-02-08,0,0,False,False,13123.999999999995,Current
LN-500287,CUST-100152,2025-02-08,0,0,False,False,50307.914999999986,Current
LN-500288,CUST-101279,2025-02-08,0,0,False,False,20709.260000000006,Current
LN-500289,CUST-106907,2025-02-08,0,0,False,False,10460.409999999998,Current
LN-500291,CUST-105904,2025-02-08,0,0,False,False,16669.625000000004,Current
LN-500292,CUST-101553,2025-02-08,0,0,False,False,13480.015,Current
LN-500293,CUST-102529,2025-02-08,0,0,False,False,11257.404999999999,Current
LN-500294,CUST-107666,2025-02-08,0,0,False,False,12107.67,Current
LN-500295,CUST-104111,2025-02-08,0,0,False,False,25586.62249999999,Current
LN-500296,CUST-104743,2025-02-08,0,0,False,False,17830.169999999987,Current
LN-500297,CUST-107582,2025-02-08,0,0,False,False,15766.18,Current
LN-500298,CUST-101825,2025-02-08,1,17,False,False,2282.6225,1-29
LN-500299,CUST-105354,2025-02-08,1,1,False,False,11348.769999999997,1-29
LN-500300,CUST-103009,2025-02-08,0,0,False,False,38970.61999999998,Current
LN-500302,CUST-100532,2025-02-08,0,0,True,False,79520.02499999997,Current
LN-500304,CUST-106100,2025-02-08,0,0,False,False,26635.20750000001,Current
LN-500305,CUST-105399,2025-02-08,0,0,False,False,61709.93999999999,Current
LN-500306,CUST-107248,2025-02-08,0,0,False,False,17426.469999999998,Current
LN-500307,CUST-104440,2025-02-08,0,0,False,False,117539.52499999998,Current
LN-500308,CUST-103737,2025-02-08,0,0,False,False,29858.649999999998,Current
LN-500309,CUST-100412,2025-02-08,0,0,False,False,9860.19,Current
LN-500310,CUST-106088,2025-02-08,0,0,False,False,10998.685000000003,Current
LN-500312,CUST-100269,2025-02-08,0,0,False,False,19405.55,Current
LN-500313,CUST-107185,2025-02-08,0,0,False,False,30632.0025,Current
LN-500314,CUST-102690,2025-02-08,0,0,False,False,40296.80749999998,Current
LN-500315,CUST-100729,2025-02-08,0,0,False,False,5180.152499999999,Current
LN-500316,CUST-104046,2025-02-08,0,0,False,False,35270.35000000003,Current
LN-500317,CUST-102210,2025-02-08,2,49,False,False,20473.32,30-59
LN-500319,CUST-104728,2025-02-08,0,0,False,False,16851.420000000013,Current
LN-500321,CUST-100368,2025-02-08,0,0,False,False,208180.80999999988,Current
LN-500322,CUST-104946,2025-02-08,0,0,False,False,32782.54,Current
LN-500324,CUST-105274,2025-02-08,0,0,False,False,11242.899999999998,Current
LN-500325,CUST-100070,2025-02-08,0,0,False,False,25371.83,Current
LN-500326,CUST-107171,2025-02-08,0,0,False,False,4503.579999999999,Current
LN-500327,CUST-103794,2025-02-08,1,22,False,False,27776.98,1-29
LN-500329,CUST-103032,2025-02-08,0,0,False,False,7072.070000000001,Current
LN-500330,CUST-107172,2025-02-08,0,0,False,False,17032.919999999995,Current
LN-500331,CUST-102249,2025-02-08,1,19,False,False,16025.522499999992,1-29
LN-500332,CUST-102224,2025-02-08,0,0,False,False,22172.33000000001,Current
LN-500333,CUST-101118,2025-02-08,0,0,False,False,1657.8000000000004,Current
LN-500334,CUST-107363,2025-02-08,0,0,False,False,19858.03,Current
LN-500335,CUST-101643,2025-02-08,0,0,False,False,52323.295000000006,Current
LN-500336,CUST-100097,2025-02-08,1,15,False,False,112299.73749999997,1-29
LN-500337,CUST-105683,2025-02-08,0,0,False,False,12402.515,Current
LN-500338,CUST-105481,2025-02-08,1,26,False,False,8773.200000000003,1-29
LN-500339,CUST-103578,2025-02-08,0,0,False,False,34179.105,Current
LN-500340,CUST-101013,2025-02-08,0,0,False,False,29556.300000000003,Current
LN-500342,CUST-106338,2025-02-08,0,0,False,False,4891.41,Current
LN-500343,CUST-101858,2025-02-08,1,7,False,False,6441.450000000003,1-29
LN-500345,CUST-101427,2025-02-08,0,0,False,False,8400.280000000004,Current
LN-500349,CUST-107781,2025-02-08,0,0,False,False,39906.619999999995,Current
LN-500350,CUST-107326,2025-02-08,0,0,False,False,13375.105,Current
LN-500351,CUST-100138,2025-02-08,0,0,False,False,24803.385,Current
LN-500352,CUST-103228,2025-02-08,0,0,False,False,268698.75000000006,Current
LN-500354,CUST-102598,2025-02-08,0,0,False,False,38927.99999999997,Current
LN-500355,CUST-104021,2025-02-08,0,0,False,False,16112.757500000007,Current
LN-500357,CUST-106386,2025-02-08,0,0,False,False,25489.840000000007,Current
LN-500358,CUST-102187,2025-02-08,4,143,False,False,23838.467500000002,90+
LN-500359,CUST-102628,2025-02-08,0,0,False,False,15748.7,Current
LN-500361,CUST-101109,2025-02-08,0,0,False,False,17386.284999999996,Current
LN-500362,CUST-105095,2025-02-08,0,0,False,False,12533.919999999995,Current
LN-500364,CUST-106234,2025-02-08,0,0,False,False,17058.295,Current
LN-500365,CUST-106295,2025-02-08,0,0,False,False,14469.96,Current
LN-500366,CUST-101583,2025-02-08,0,0,False,False,31764.797499999993,Current
LN-500368,CUST-101964,2025-02-08,0,0,False,False,129741.62500000003,Current
LN-500369,CUST-107932,2025-02-08,0,0,False,False,18277.365,Current
LN-500370,CUST-100394,2025-02-08,0,0,False,False,61106.99000000002,Current
LN-500371,CUST-103694,2025-02-08,0,0,False,False,9744.385000000002,Current
LN-500372,CUST-107292,2025-02-08,0,0,False,False,11275.46000000001,Current
LN-500374,CUST-102539,2025-02-08,0,0,False,False,483493.6375,Current
LN-500376,CUST-105808,2025-02-08,1,31,False,False,31881.269999999997,1-29
LN-500377,CUST-105758,2025-02-08,0,0,False,False,37036.82999999999,Current
LN-500378,CUST-100940,2025-02-08,0,0,False,False,25529.00249999999,Current
LN-500380,CUST-107642,2025-02-08,0,0,False,False,38887.89750000001,Current
LN-500381,CUST-107578,2025-02-08,0,0,False,False,19952.17499999999,Current
LN-500382,CUST-102505,2025-02-08,0,0,False,False,28448.0125,Current
LN-500383,CUST-101274,2025-02-08,0,0,False,False,8945.95,Current
LN-500387,CUST-106025,2025-02-08,0,0,False,False,80503.39,Current
LN-500388,CUST-102278,2025-02-08,1,5,False,False,7742.445,1-29
LN-500389,CUST-101944,2025-02-08,0,0,False,False,10807.225,Current
LN-500391,CUST-107605,2025-02-08,0,0,False,False,8294.74,Current
LN-500392,CUST-105201,2025-02-08,1,18,False,False,37260.18999999999,1-29
LN-500393,CUST-103364,2025-02-08,0,0,False,False,13099.072499999998,Current
LN-500394,CUST-105134,2025-02-08,0,0,False,False,25224.77,Current
LN-500395,CUST-102078,2025-02-08,0,0,False,False,42505.69,Current
LN-500399,CUST-100554,2025-02-08,0,0,False,False,20017.795,Current
LN-500400,CUST-103823,2025-02-08,0,0,False,False,14541.2575,Current
LN-500401,CUST-100371,2025-02-08,0,0,False,False,14063.580000000002,Current
LN-500402,CUST-101722,2025-02-08,0,0,False,False,23934.559999999987,Current
LN-500403,CUST-104906,2025-02-08,0,0,False,False,7951.422500000002,Current
LN-500404,CUST-102382,2025-02-08,0,0,False,False,27246.690000000002,Current
LN-500405,CUST-101418,2025-02-08,0,0,False,False,15460.73,Current
LN-500407,CUST-107433,2025-02-08,0,0,False,False,27294.030000000006,Current
LN-500408,CUST-100126,2025-02-08,0,0,False,False,20199.25,Current
LN-500409,CUST-104948,2025-02-08,0,0,False,False,10693.345000000005,Current
LN-500410,CUST-106296,2025-02-08,0,0,False,False,105476.69000000002,Current
LN-500411,CUST-102443,2025-02-08,0,0,False,False,22093.615,Current
LN-500412,CUST-106820,2025-02-08,0,0,False,False,27115.540000000008,Current
LN-500414,CUST-107333,2025-02-08,0,0,False,False,41903.1375,Current
LN-500415,CUST-101437,2025-02-08,0,0,False,False,28510.802499999998,Current
LN-500416,CUST-102302,2025-02-08,0,0,False,False,22760.387500000008,Current
LN-500418,CUST-100945,2025-02-08,0,0,False,False,190773.7250000001,Current
LN-500419,CUST-102745,2025-02-08,0,0,False,False,22825.18499999999,Current
LN-500420,CUST-106369,2025-02-08,0,0,False,False,97795.04999999994,Current
LN-500421,CUST-104332,2025-02-08,1,19,False,False,4859.435000000002,1-29
LN-500422,CUST-101943,2025-02-08,0,0,False,False,35042.22999999999,Current
LN-500423,CUST-102843,2025-02-08,0,0,False,False,39122.155,Current
LN-500424,CUST-106787,2025-02-08,0,0,False,False,8703.389999999998,Current
LN-500425,CUST-107638,2025-02-08,0,0,False,False,209071.8975,Current
LN-500428,CUST-104328,2025-02-08,0,0,False,False,49116.945,Current
LN-500429,CUST-106715,2025-02-08,1,7,False,False,159953.65,1-29
LN-500430,CUST-107763,2025-02-08,0,0,False,False,16768.072500000002,Current
LN-500432,CUST-100676,2025-02-08,0,0,False,False,5526.730000000002,Current
LN-500433,CUST-103381,2025-02-08,0,0,False,False,33661.234999999986,Current
LN-500434,CUST-105474,2025-02-08,0,0,False,False,15272.7225,Current
LN-500436,CUST-102589,2025-02-08,0,0,False,False,28788.219999999998,Current
LN-500437,CUST-100272,2025-02-08,1,27,False,False,26254.274999999987,1-29
LN-500439,CUST-106696,2025-02-08,0,0,False,False,8075.209999999999,Current
LN-500441,CUST-100647,2025-02-08,0,0,False,False,11284.52,Current
LN-500442,CUST-106316,2025-02-08,0,0,False,False,30122.820000000014,Current
LN-500443,CUST-101587,2025-02-08,0,0,False,False,56566.307500000024,Current
LN-500446,CUST-102089,2025-02-08,0,0,False,False,33373.46999999998,Current
LN-500449,CUST-105601,2025-02-08,0,0,False,False,31565.870000000014,Current
LN-500452,CUST-103402,2025-02-08,0,0,False,False,12326.015,Current
LN-500453,CUST-103973,2025-02-08,0,0,False,False,278524.00000000006,Current
LN-500456,CUST-102443,2025-02-08,0,0,False,False,14156.899999999998,Current
LN-500458,CUST-100654,2025-02-08,0,0,False,False,56660.372500000005,Current
LN-500459,CUST-104562,2025-02-08,0,0,False,False,44926.290000000015,Current
LN-500461,CUST-103951,2025-02-08,0,0,False,False,21608.189999999995,Current
LN-500462,CUST-104785,2025-02-08,0,0,False,False,32139.22,Current
LN-500463,CUST-100864,2025-02-08,0,0,False,False,111753.43999999997,Current
LN-500464,CUST-100289,2025-02-08,0,0,False,False,13815.160000000007,Current
LN-500465,CUST-103868,2025-02-08,0,0,False,False,53201.95,Current
LN-500466,CUST-104215,2025-02-08,0,0,False,False,28531.522499999995,Current
LN-500467,CUST-105623,2025-02-08,2,38,False,False,4203.1449999999995,30-59
LN-500468,CUST-101395,2025-02-08,0,0,False,False,10652.48,Current
LN-500469,CUST-106379,2025-02-08,0,0,False,False,25669.690000000006,Current
LN-500470,CUST-101174,2025-02-08,0,0,False,False,44834.965,Current
LN-500472,CUST-102406,2025-02-08,0,0,False,False,5702.05,Current
LN-500475,CUST-101602,2025-02-08,0,0,False,False,12060.64,Current
LN-500476,CUST-102662,2025-02-08,0,0,False,False,56150.12500000001,Current
LN-500477,CUST-106174,2025-02-08,0,0,False,False,10689.205000000002,Current
LN-500478,CUST-104987,2025-02-08,0,0,False,False,18272.89,Current
LN-500479,CUST-106542,2025-02-08,0,0,False,False,3806.19,Current
LN-500480,CUST-105582,2025-02-08,0,0,False,False,32436.66,Current
LN-500481,CUST-105351,2025-02-08,0,0,False,False,19413.069999999992,Current
LN-500482,CUST-105289,2025-02-08,0,0,False,False,10143.465000000002,Current
LN-500484,CUST-104592,2025-02-08,0,0,False,False,6080.777499999999,Current
LN-500488,CUST-102954,2025-02-08,0,0,False,False,20255.48,Current
LN-500492,CUST-107284,2025-02-08,0,0,False,False,3798.2575000000006,Current
LN-500494,CUST-104340,2025-02-08,0,0,False,False,18102.889999999996,Current
LN-500497,CUST-104835,2025-02-08,0,0,False,False,98648.74000000008,Current
LN-500499,CUST-102034,2025-02-08,0,0,False,False,26731.97499999999,Current
LN-500500,CUST-102779,2025-02-08,0,0,False,False,140515.44250000006,Current
LN-500501,CUST-104067,2025-02-08,0,0,False,False,18687.489999999998,Current
LN-500503,CUST-106125,2025-02-08,0,0,False,False,21892.3875,Current
LN-500504,CUST-106874,2025-02-08,0,0,False,False,8724.399999999998,Current
LN-500507,CUST-105515,2025-02-08,0,0,False,False,23981.13,Current
LN-500508,CUST-104059,2025-02-08,0,0,False,False,19682.08,Current
LN-500509,CUST-105409,2025-02-08,0,0,False,False,14718.850000000002,Current
LN-500510,CUST-104067,2025-02-08,0,0,False,False,36393.059999999976,Current
LN-500511,CUST-103359,2025-02-08,0,0,False,False,18312.01,Current
LN-500512,CUST-107982,2025-02-08,0,0,False,False,606726.3450000003,Current
LN-500513,CUST-103158,2025-02-08,0,0,False,False,12594.8525,Current
LN-500518,CUST-100041,2025-02-08,0,0,False,False,37804.66999999999,Current
LN-500520,CUST-107180,2025-02-08,0,0,False,False,51549.225000000006,Current
LN-500521,CUST-105437,2025-02-08,0,0,False,False,17301.56249999998,Current
LN-500522,CUST-106827,2025-02-08,0,0,False,False,18917.109999999997,Current
LN-500523,CUST-104306,2025-02-08,0,0,False,False,13341.74,Current
LN-500524,CUST-105959,2025-02-08,0,0,False,False,26561.1975,Current
