loan_id,customer_id,snapshot_date,bucket_index,dpd,restructured_flag,fraud_flag,outstanding_balance,delinquency_bucket
LN-500168,CUST-107937,2025-02-28,0,0,False,False,46285.2,Current
LN-500169,CUST-104618,2025-02-28,0,0,False,False,16246.920000000004,Current
LN-500171,CUST-105832,2025-02-28,0,0,True,False,6189.727500000002,Current
LN-500172,CUST-107462,2025-02-28,0,0,False,False,9305.830000000005,Current
LN-500174,CUST-100151,2025-02-28,0,0,False,False,41806.91749999998,Current
LN-500175,CUST-101728,2025-02-28,0,0,False,False,12458.05,Current
LN-500176,CUST-100750,2025-02-28,0,0,False,False,22379.442500000012,Current
LN-500178,CUST-101366,2025-02-28,0,0,False,False,143519.88749999998,Current
LN-500179,CUST-106006,2025-02-28,0,0,False,False,23564.595,Current
LN-500180,CUST-107695,2025-02-28,0,0,False,False,9215.299999999996,Current
LN-500181,CUST-107618,2025-02-28,0,0,False,False,12367.9975,Current
LN-500182,CUST-101885,2025-02-28,0,0,False,False,233475.14,Current
LN-500184,CUST-105514,2025-02-28,0,0,False,False,179610.57500000004,Current
LN-500185,CUST-106609,2025-02-28,0,0,False,False,8561.169999999996,Current
LN-500186,CUST-104409,2025-02-28,0,0,False,False,33435.86,Current
LN-500187,CUST-101483,2025-02-28,0,0,False,False,2096.725,Current
LN-500189,CUST-101815,2025-02-28,0,0,False,False,36062.42249999999,Current
LN-500190,CUST-101438,2025-02-28,0,0,False,False,43124.655,Current
LN-500191,CUST-107837,2025-02-28,0,0,False,False,3918.135,Current
LN-500192,CUST-103371,2025-02-28,0,0,False,False,20832.37250000001,Current
LN-500193,CUST-102684,2025-02-28,0,0,False,False,1846.455,Current
LN-500194,CUST-103339,2025-02-28,0,0,False,False,11038.91,Current
LN-500195,CUST-105033,2025-02-28,0,0,False,False,14928.390000000009,Current
LN-500196,CUST-103844,2025-02-28,0,0,False,False,45909.6675,Current
LN-500198,CUST-106796,2025-02-28,0,0,False,False,16962.320000000003,Current
LN-500199,CUST-107657,2025-02-28,0,0,False,False,8341.585000000003,Current
LN-500200,CUST-102563,2025-02-28,0,0,False,False,8030.964999999996,Current
LN-500201,CUST-100687,2025-02-28,1,27,False,False,16244.212500000001,1-29
LN-500205,CUST-104919,2025-02-28,0,0,True,False,29804.715000000004,Current
LN-500206,CUST-100591,2025-02-28,0,0,False,False,11397.67,Current
LN-500207,CUST-100001,2025-02-28,0,0,False,False,476.38750000000005,Current
LN-500208,CUST-103849,2025-02-28,0,0,False,False,9714.149999999996,Current
LN-500209,CUST-107182,2025-02-28,0,0,False,False,137477.16999999998,Current
LN-500210,CUST-104226,2025-02-28,0,0,False,False,8262.0875,Current
LN-500211,CUST-107222,2025-02-28,2,31,False,False,10032.455000000004,30-59
LN-500212,CUST-100656,2025-02-28,0,0,False,False,11329.060000000001,Current
LN-500213,CUST-107711,2025-02-28,4,105,False,False,14567.785,90+
LN-500214,CUST-104378,2025-02-28,0,0,False,False,4807.054999999996,Current
LN-500216,CUST-102500,2025-02-28,0,0,False,False,10761.324999999997,Current
LN-500218,CUST-106769,2025-02-28,0,0,False,False,47121.22999999997,Current
LN-500219,CUST-105222,2025-02-28,0,0,False,False,37863.372500000005,Current
LN-500220,CUST-105258,2025-02-28,0,0,False,False,28091.695000000014,Current
LN-500222,CUST-102469,2025-02-28,0,0,False,False,11637.482499999996,Current
LN-500223,CUST-100203,2025-02-28,0,0,False,False,12484.58,Current
LN-500225,CUST-103980,2025-02-28,0,0,False,False,15532.689999999997,Current
LN-500226,CUST-103029,2025-02-28,0,0,False,False,12929.117500000004,Current
LN-500227,CUST-102869,2025-02-28,0,0,False,False,16389.81,Current
LN-500228,CUST-102870,2025-02-28,0,0,False,False,5373.597500000002,Current
LN-500231,CUST-104740,2025-02-28,0,0,False,False,24783.96499999999,Current
LN-500232,CUST-106855,2025-02-28,0,0,False,False,452750.7775,Current
LN-500233,CUST-105377,2025-02-28,0,0,False,False,23409.65,Current
LN-500236,CUST-105684,2025-02-28,0,0,False,False,5762.1,Current
LN-500237,CUST-103827,2025-02-28,0,0,False,False,13366.184999999998,Current
LN-500239,CUST-106761,2025-02-28,0,0,False,False,23654.869999999995,Current
LN-500240,CUST-106766,2025-02-28,0,0,False,False,8550.359999999997,Current
LN-500241,CUST-104678,2025-02-28,0,0,False,False,8676.650000000001,Current
LN-500243,CUST-104204,2025-02-28,0,0,False,False,28868.8225,Current
LN-500244,CUST-105395,2025-02-28,0,0,False,False,21185.609999999997,Current
LN-500245,CUST-107237,2025-02-28,0,0,False,False,447129.03,Current
LN-500248,CUST-100186,2025-02-28,0,0,False,False,582288.2724999998,Current
LN-500249,CUST-102992,2025-02-28,0,0,False,False,10742.65,Current
LN-500250,CUST-103894,2025-02-28,0,0,False,False,107333.30000000002,Current
LN-500252,CUST-103103,2025-02-28,0,0,False,False,91753.98000000004,Current
LN-500254,CUST-102097,2025-02-28,0,0,False,False,51304.587499999994,Current
LN-500255,CUST-101809,2025-02-28,0,0,False,False,9019.3575,Current
LN-500256,CUST-104548,2025-02-28,0,0,False,False,18712.377499999995,Current
LN-500258,CUST-104634,2025-02-28,0,0,False,False,18429.68999999999,Current
LN-500259,CUST-105082,2025-02-28,0,0,False,False,25226.712499999994,Current
LN-500260,CUST-106555,2025-02-28,0,0,False,False,12787.577500000005,Current
LN-500262,CUST-106242,2025-02-28,0,0,False,False,28127.78,Current
LN-500264,CUST-106962,2025-02-28,0,0,False,False,261058.34,Current
LN-500265,CUST-100983,2025-02-28,0,0,False,False,19410.459999999995,Current
LN-500266,CUST-103606,2025-02-28,0,0,False,False,12983.53,Current
LN-500268,CUST-105404,2025-02-28,0,0,False,False,14779.259999999993,Current
LN-500269,CUST-102799,2025-02-28,0,0,False,False,44175.98249999999,Current
LN-500270,CUST-103325,2025-02-28,0,0,True,False,25573.734999999993,Current
LN-500271,CUST-100758,2025-02-28,0,0,False,False,2440.2675,Current
LN-500272,CUST-105541,2025-02-28,0,0,False,False,23064.529999999995,Current
LN-500273,CUST-100608,2025-02-28,0,0,False,False,21568.16249999999,Current
LN-500274,CUST-102810,2025-02-28,0,0,False,False,47953.92749999998,Current
LN-500276,CUST-100044,2025-02-28,0,0,False,False,12356.565000000004,Current
LN-500277,CUST-105267,2025-02-28,0,0,False,False,5497.9100000000035,Current
LN-500278,CUST-101308,2025-02-28,0,0,False,False,35656.347499999996,Current
LN-500279,CUST-105582,2025-02-28,0,0,False,False,2518.35,Current
LN-500280,CUST-107817,2025-02-28,0,0,False,False,36821.93250000001,Current
LN-500282,CUST-105662,2025-02-28,0,0,False,False,13035.305000000004,Current
LN-500283,CUST-102743,2025-02-28,0,0,False,False,1705.2025,Current
LN-500284,CUST-102704,2025-02-28,0,0,False,False,1343.435000000001,Current
LN-500285,CUST-105329,2025-02-28,3,79,False,False,103923.36,60-89
LN-500286,CUST-101328,2025-02-28,1,10,False,False,13123.999999999995,1-29
LN-500287,CUST-100152,2025-02-28,0,0,False,False,49640.107499999984,Current
LN-500288,CUST-101279,2025-02-28,0,0,False,False,20305.835000000006,Current
LN-500289,CUST-106907,2025-02-28,0,0,False,False,10086.827499999998,Current
LN-500291,CUST-105904,2025-02-28,0,0,False,False,16383.860000000004,Current
LN-500292,CUST-101553,2025-02-28,0,0,False,False,13480.015,Current
LN-500293,CUST-102529,2025-02-28,0,0,False,False,11257.404999999999,Current
LN-500294,CUST-107666,2025-02-28,0,0,False,False,11917.5,Current
LN-500295,CUST-104111,2025-02-28,0,0,False,False,25586.62249999999,Current
LN-500296,CUST-104743,2025-02-28,0,0,False,False,17830.169999999987,Current
LN-500297,CUST-107582,2025-02-28,0,0,False,False,15581.4175,Current
LN-500298,CUST-101825,2025-02-28,2,36,False,False,2282.6225,30-59
LN-500299,CUST-105354,2025-02-28,1,21,False,False,11348.769999999997,1-29
LN-500300,CUST-103009,2025-02-28,0,0,False,False,38306.34499999998,Current
LN-500302,CUST-100532,2025-02-28,0,0,True,False,79520.02499999997,Current
LN-500304,CUST-106100,2025-02-28,0,0,False,False,26216.850000000013,Current
LN-500305,CUST-105399,2025-02-28,0,0,False,False,61237.672499999986,Current
LN-500306,CUST-107248,2025-02-28,0,0,False,False,17050.359999999997,Current
LN-500307,CUST-104440,2025-02-28,0,0,False,False,116815.45999999998,Current
LN-500308,CUST-103737,2025-02-28,0,0,False,False,29858.649999999998,Current
LN-500309,CUST-100412,2025-02-28,0,0,False,False,9677.595000000001,Current
LN-500310,CUST-106088,2025-02-28,0,0,False,False,10874.642500000004,Current
LN-500312,CUST-100269,2025-02-28,0,0,False,False,19145.6525,Current
LN-500313,CUST-107185,2025-02-28,0,0,False,False,30632.0025,Current
LN-500314,CUST-102690,2025-02-28,1,16,False,False,40296.80749999998,1-29
LN-500315,CUST-100729,2025-02-28,0,0,False,False,4988.294999999999,Current
LN-500316,CUST-104046,2025-02-28,0,0,False,False,34373.65000000003,Current
LN-500317,CUST-102210,2025-02-28,3,68,False,False,20473.32,60-89
LN-500319,CUST-104728,2025-02-28,0,0,False,False,16633.515000000014,Current
LN-500320,CUST-102839,2025-02-28,0,0,False,False,13510.09,Current
LN-500321,CUST-100368,2025-02-28,0,0,False,False,207367.60749999987,Current
LN-500322,CUST-104946,2025-02-28,0,0,False,False,32782.54,Current
LN-500323,CUST-107608,2025-02-28,0,0,False,False,25627.77,Current
LN-500324,CUST-105274,2025-02-28,0,0,False,False,11074.254999999997,Current
LN-500325,CUST-100070,2025-02-28,0,0,False,False,24526.100000000002,Current
LN-500326,CUST-107171,2025-02-28,0,0,False,False,4336.779999999999,Current
LN-500327,CUST-103794,2025-02-28,0,0,False,False,27353.98,Current
LN-500329,CUST-103032,2025-02-28,0,0,False,False,7072.070000000001,Current
LN-500330,CUST-107172,2025-02-28,0,0,False,False,17032.919999999995,Current
LN-500331,CUST-102249,2025-02-28,0,0,False,True,15664.044999999991,Current
LN-500332,CUST-102224,2025-02-28,0,0,False,False,22172.33000000001,Current
LN-500333,CUST-101118,2025-02-28,0,0,False,False,1574.9100000000003,Current
LN-500334,CUST-107363,2025-02-28,1,17,False,False,19858.03,1-29
LN-500335,CUST-101643,2025-02-28,0,0,False,False,51518.32000000001,Current
LN-500336,CUST-100097,2025-02-28,2,34,False,False,112299.73749999997,30-59
LN-500337,CUST-105683,2025-02-28,0,0,False,False,12402.515,Current
LN-500338,CUST-105481,2025-02-28,2,45,False,False,8773.200000000003,30-59
LN-500339,CUST-103578,2025-02-28,0,0,False,False,33731.340000000004,Current
LN-500340,CUST-101013,2025-02-28,0,0,False,False,29556.300000000003,Current
LN-500341,CUST-100871,2025-02-28,0,0,False,False,125374.58,Current
LN-500342,CUST-106338,2025-02-28,0,0,False,False,4728.36,Current
LN-500343,CUST-101858,2025-02-28,1,27,False,False,6441.450000000003,1-29
LN-500345,CUST-101427,2025-02-28,0,0,False,False,8175.272500000005,Current
LN-500348,CUST-103742,2025-02-28,0,0,False,False,20372.39,Current
LN-500349,CUST-107781,2025-02-28,0,0,False,False,38908.954999999994,Current
LN-500350,CUST-107326,2025-02-28,0,0,False,False,13375.105,Current
LN-500351,CUST-100138,2025-02-28,0,0,False,False,23884.739999999998,Current
LN-500352,CUST-103228,2025-02-28,0,0,False,False,268108.63500000007,Current
LN-500354,CUST-102598,2025-02-28,0,0,False,False,38401.94999999997,Current
LN-500355,CUST-104021,2025-02-28,0,0,False,False,15484.985000000008,Current
LN-500357,CUST-106386,2025-02-28,0,0,False,False,25489.840000000007,Current
LN-500359,CUST-102628,2025-02-28,0,0,False,False,15205.640000000001,Current
LN-500361,CUST-101109,2025-02-28,0,0,False,False,17079.467499999995,Current
LN-500362,CUST-105095,2025-02-28,0,0,False,False,12533.919999999995,Current
LN-500364,CUST-106234,2025-02-28,0,0,False,False,16819.157499999998,Current
LN-500365,CUST-106295,2025-02-28,0,0,False,False,14356.619999999999,Current
LN-500366,CUST-101583,2025-02-28,0,0,False,False,31133.709999999992,Current
LN-500368,CUST-101964,2025-02-28,0,0,False,False,128490.10000000003,Current
LN-500369,CUST-107932,2025-02-28,0,0,False,False,18037.920000000002,Current
LN-500370,CUST-100394,2025-02-28,0,0,False,False,60788.72750000002,Current
LN-500371,CUST-103694,2025-02-28,0,0,False,False,9301.457500000002,Current
LN-500372,CUST-107292,2025-02-28,0,0,False,False,11136.83000000001,Current
LN-500374,CUST-102539,2025-02-28,0,0,False,False,481764.82,Current
LN-500376,CUST-105808,2025-02-28,0,0,False,False,31235.024999999998,Current
LN-500377,CUST-105758,2025-02-28,0,0,False,False,37036.82999999999,Current
LN-500378,CUST-100940,2025-02-28,0,0,False,False,24583.48499999999,Current
LN-500380,CUST-107642,2025-02-28,0,0,False,False,38329.69500000001,Current
LN-500381,CUST-107578,2025-02-28,0,0,False,False,19184.782499999987,Current
LN-500382,CUST-102505,2025-02-28,0,0,False,False,27924.43,Current
LN-500383,CUST-101274,2025-02-28,0,0,False,False,8945.95,Current
LN-500387,CUST-106025,2025-02-28,0,0,False,False,79501.27,Current
LN-500388,CUST-102278,2025-02-28,1,25,False,False,7742.445,1-29
LN-500389,CUST-101944,2025-02-28,0,0,False,False,10572.2875,Current
LN-500391,CUST-107605,2025-02-28,0,0,False,False,8035.532499999999,Current
LN-500392,CUST-105201,2025-02-28,2,37,False,False,37260.18999999999,30-59
LN-500393,CUST-103364,2025-02-28,0,0,False,False,12529.544999999998,Current
LN-500394,CUST-105134,2025-02-28,0,0,False,False,24860.9525,Current
LN-500395,CUST-102078,2025-02-28,0,0,False,False,41912.590000000004,Current
LN-500399,CUST-100554,2025-02-28,0,0,False,False,20017.795,Current
LN-500400,CUST-103823,2025-02-28,0,0,False,False,13848.82,Current
LN-500401,CUST-100371,2025-02-28,0,0,False,False,14063.580000000002,Current
LN-500402,CUST-101722,2025-02-28,0,0,False,False,22937.284999999985,Current
LN-500403,CUST-104906,2025-02-28,0,0,False,False,7633.370000000003,Current
LN-500404,CUST-102382,2025-02-28,0,0,False,False,26844.030000000002,Current
LN-500405,CUST-101418,2025-02-28,0,0,False,False,15460.73,Current
LN-500406,CUST-105255,2025-02-28,0,0,False,False,7236.36,Current
LN-500407,CUST-107433,2025-02-28,0,0,False,False,26202.270000000008,Current
LN-500408,CUST-100126,2025-02-28,0,0,False,False,19938.055,Current
LN-500409,CUST-104948,2025-02-28,0,0,False,False,10453.937500000005,Current
LN-500410,CUST-106296,2025-02-28,0,0,False,False,104044.88000000002,Current
LN-500411,CUST-102443,2025-02-28,0,0,False,False,21089.357500000002,Current
LN-500412,CUST-106820,2025-02-28,0,0,False,False,26587.31500000001,Current
LN-500413,CUST-105734,2025-02-28,0,0,False,False,14562.93,Current
LN-500414,CUST-107333,2025-02-28,0,0,False,False,40864.215,Current
LN-500415,CUST-101437,2025-02-28,0,0,False,False,27779.754999999997,Current
LN-500416,CUST-102302,2025-02-28,0,0,False,False,22557.77500000001,Current
LN-500417,CUST-103310,2025-02-28,0,0,False,False,19237.33,Current
LN-500418,CUST-100945,2025-02-28,0,0,False,False,190365.8000000001,Current
LN-500419,CUST-102745,2025-02-28,0,0,False,False,22825.18499999999,Current
LN-500420,CUST-106369,2025-02-28,0,0,False,False,97795.04999999994,Current
LN-500421,CUST-104332,2025-02-28,2,38,False,False,4859.435000000002,30-59
LN-500422,CUST-101943,2025-02-28,0,0,False,False,34644.02499999999,Current
LN-500423,CUST-102843,2025-02-28,0,0,False,False,38620.5925,Current
LN-500424,CUST-106787,2025-02-28,0,0,False,False,8403.269999999997,Current
LN-500425,CUST-107638,2025-02-28,0,0,False,False,208315.305,Current
LN-500428,CUST-104328,2025-02-28,0,0,False,False,49116.945,Current
LN-500429,CUST-106715,2025-02-28,1,27,False,False,159953.65,1-29
LN-500430,CUST-107763,2025-02-28,0,0,False,False,16425.870000000003,Current
LN-500432,CUST-100676,2025-02-28,0,0,False,False,5289.8650000000025,Current
LN-500433,CUST-103381,2025-02-28,0,0,False,False,33187.12999999998,Current
LN-500434,CUST-105474,2025-02-28,0,0,False,False,15079.395,Current
LN-500436,CUST-102589,2025-02-28,0,0,False,False,28388.387499999997,Current
LN-500437,CUST-100272,2025-02-28,0,0,False,False,25581.089999999986,Current
LN-500439,CUST-106696,2025-02-28,0,0,False,False,8075.209999999999,Current
LN-500441,CUST-100647,2025-02-28,0,0,False,False,11284.52,Current
LN-500442,CUST-106316,2025-02-28,0,0,False,False,30122.820000000014,Current
LN-500443,CUST-101587,2025-02-28,0,0,False,False,56566.307500000024,Current
LN-500446,CUST-102089,2025-02-28,0,0,False,False,32985.40499999998,Current
LN-500449,CUST-105601,2025-02-28,0,0,False,False,30995.405000000013,Current
LN-500452,CUST-103402,2025-02-28,0,0,False,False,12193.002499999999,Current
LN-500453,CUST-103973,2025-02-28,0,0,False,False,277833.44500000007,Current
LN-500456,CUST-102443,2025-02-28,0,0,False,False,13567.032499999998,Current
LN-500458,CUST-100654,2025-02-28,0,0,False,False,56405.530000000006,Current
LN-500459,CUST-104562,2025-02-28,0,0,False,False,44369.35500000002,Current
LN-500460,CUST-103289,2025-02-28,0,0,False,False,69070.29,Current
LN-500461,CUST-103951,2025-02-28,0,0,False,False,20836.469999999994,Current
LN-500462,CUST-104785,2025-02-28,0,0,False,False,31762.585000000003,Current
LN-500463,CUST-100864,2025-02-28,0,0,False,False,111222.96499999997,Current
LN-500464,CUST-100289,2025-02-28,0,0,False,False,13815.160000000007,Current
LN-500465,CUST-103868,2025-02-28,0,0,False,False,52631.9275,Current
LN-500466,CUST-104215,2025-02-28,0,0,False,False,28018.979999999996,Current
LN-500467,CUST-105623,2025-02-28,2,58,False,False,4203.1449999999995,30-59
LN-500468,CUST-101395,2025-02-28,0,0,False,False,10297.4,Current
LN-500469,CUST-106379,2025-02-28,0,0,False,False,24914.695000000007,Current
LN-500470,CUST-101174,2025-02-28,0,0,False,False,44329.307499999995,Current
LN-500472,CUST-102406,2025-02-28,0,0,False,False,5564.095,Current
LN-500475,CUST-101602,2025-02-28,0,0,False,False,12060.64,Current
LN-500476,CUST-102662,2025-02-28,0,0,False,False,55694.85250000001,Current
LN-500477,CUST-106174,2025-02-28,1,19,False,False,10689.205000000002,1-29
LN-500478,CUST-104987,2025-02-28,0,0,False,False,18063.655,Current
