loan_id,customer_id,snapshot_date,bucket_index,dpd,restructured_flag,fraud_flag,outstanding_balance,delinquency_bucket,loan_purpose_code
LN-500084,CUST-100431,2025-04-05,0,0,False,False,30815.350000000002,Current,DEBT_CONSOLIDATION
LN-500086,CUST-102086,2025-04-05,0,0,False,False,23296.562500000004,Current,DEBT_CONSOLIDATION
LN-500087,CUST-101210,2025-04-05,1,18,False,False,4535.490000000003,1-29,DEBT_CONSOLIDATION
LN-500088,CUST-105727,2025-04-05,0,0,False,False,24948.2,Current,DEBT_CONSOLIDATION
LN-500089,CUST-106512,2025-04-05,0,0,False,False,6123.722499999999,Current,DEBT_CONSOLIDATION
LN-500090,CUST-101465,2025-04-05,0,0,False,False,42322.01250000001,Current,DEBT_CONSOLIDATION
LN-500091,CUST-101474,2025-04-05,0,0,False,False,42360.569999999985,Current,DEBT_CONSOLIDATION
LN-500092,CUST-102555,2025-04-05,0,0,False,False,55049.15500000002,Current,DEBT_CONSOLIDATION
LN-500093,CUST-107444,2025-04-05,4,136,False,False,14148.655000000002,90+,DEBT_CONSOLIDATION
LN-500095,CUST-103414,2025-04-05,0,0,False,False,33172.76,Current,DEBT_CONSOLIDATION
LN-500097,CUST-106482,2025-04-05,0,0,False,False,20308.845,Current,DEBT_CONSOLIDATION
LN-500098,CUST-103528,2025-04-05,0,0,False,False,39623.50000000001,Current,DEBT_CONSOLIDATION
LN-500099,CUST-102530,2025-04-05,0,0,False,False,53069.5725,Current,DEBT_CONSOLIDATION
LN-500100,CUST-102182,2025-04-05,0,0,False,False,43562.2275,Current,DEBT_CONSOLIDATION
LN-500101,CUST-107675,2025-04-05,0,0,False,False,21592.5,Current,DEBT_CONSOLIDATION
LN-500102,CUST-107178,2025-04-05,0,0,False,False,7325.32,Current,DEBT_CONSOLIDATION
LN-500103,CUST-103489,2025-04-05,0,0,False,False,17745.62999999999,Current,DEBT_CONSOLIDATION
LN-500104,CUST-101226,2025-04-05,0,0,False,False,7973.842499999997,Current,DEBT_CONSOLIDATION
LN-500105,CUST-100146,2025-04-05,0,0,False,False,40699.66500000004,Current,DEBT_CONSOLIDATION
LN-500106,CUST-107420,2025-04-05,0,0,False,False,36150.49,Current,DEBT_CONSOLIDATION
LN-500107,CUST-104318,2025-04-05,0,0,False,False,49123.909999999996,Current,DEBT_CONSOLIDATION
LN-500109,CUST-107381,2025-04-05,0,0,False,False,29185.05000000001,Current,DEBT_CONSOLIDATION
LN-500110,CUST-107321,2025-04-05,0,0,False,False,51764.43,Current,DEBT_CONSOLIDATION
LN-500111,CUST-103769,2025-04-05,0,0,False,False,13000.015000000005,Current,DEBT_CONSOLIDATION
LN-500113,CUST-101074,2025-04-05,0,0,False,False,319049.3674999998,Current,DEBT_CONSOLIDATION
LN-500114,CUST-104832,2025-04-05,0,0,False,False,6840.904999999999,Current,DEBT_CONSOLIDATION
LN-500115,CUST-103800,2025-04-05,0,0,False,False,42494.89499999999,Current,DEBT_CONSOLIDATION
LN-500116,CUST-105367,2025-04-05,0,0,False,False,39466.655,Current,DEBT_CONSOLIDATION
LN-500117,CUST-106238,2025-04-05,1,26,False,False,10063.889999999998,1-29,DEBT_CONSOLIDATION
LN-500119,CUST-103247,2025-04-05,0,0,False,False,28091.309999999994,Current,DEBT_CONSOLIDATION
LN-500120,CUST-107859,2025-04-05,0,0,False,False,17916.45,Current,DEBT_CONSOLIDATION
LN-500122,CUST-100099,2025-04-05,0,0,False,False,4865.600000000001,Current,DEBT_CONSOLIDATION
LN-500123,CUST-105563,2025-04-05,0,0,False,False,15557.069999999989,Current,DEBT_CONSOLIDATION
LN-500124,CUST-106486,2025-04-05,1,1,False,False,2969.3999999999996,1-29,DEBT_CONSOLIDATION
LN-500125,CUST-103212,2025-04-05,0,0,False,False,12881.687500000005,Current,DEBT_CONSOLIDATION
LN-500128,CUST-104704,2025-04-05,0,0,False,False,43948.500000000015,Current,DEBT_CONSOLIDATION
LN-500130,CUST-105311,2025-04-05,0,0,False,False,22235.622499999998,Current,DEBT_CONSOLIDATION
LN-500131,CUST-104688,2025-04-05,0,0,False,False,28534.384999999995,Current,DEBT_CONSOLIDATION
LN-500133,CUST-104975,2025-04-05,0,0,False,False,206313.85499999995,Current,DEBT_CONSOLIDATION
LN-500134,CUST-107347,2025-04-05,0,0,False,False,3062.535,Current,DEBT_CONSOLIDATION
LN-500135,CUST-101244,2025-04-05,0,0,False,False,77428.73999999992,Current,DEBT_CONSOLIDATION
LN-500137,CUST-100206,2025-04-05,0,0,False,False,3436.4150000000004,Current,DEBT_CONSOLIDATION
LN-500138,CUST-106409,2025-04-05,0,0,False,False,13687.264999999996,Current,DEBT_CONSOLIDATION
LN-500139,CUST-107541,2025-04-05,0,0,False,False,17359.64999999998,Current,DEBT_CONSOLIDATION
LN-500140,CUST-107546,2025-04-05,0,0,False,False,67000.88999999996,Current,DEBT_CONSOLIDATION
LN-500141,CUST-102791,2025-04-05,0,0,False,False,6566.420000000004,Current,DEBT_CONSOLIDATION
LN-500142,CUST-106534,2025-04-05,0,0,False,False,11014.937500000002,Current,DEBT_CONSOLIDATION
LN-500144,CUST-101406,2025-04-05,0,0,False,False,15104.64000000001,Current,DEBT_CONSOLIDATION
LN-500145,CUST-105191,2025-04-05,1,11,False,False,23566.7825,1-29,DEBT_CONSOLIDATION
LN-500146,CUST-107574,2025-04-05,0,0,False,False,11414.9,Current,DEBT_CONSOLIDATION
LN-500147,CUST-104528,2025-04-05,0,0,False,False,45390.06,Current,DEBT_CONSOLIDATION
LN-500148,CUST-100699,2025-04-05,0,0,False,False,8035.617499999998,Current,DEBT_CONSOLIDATION
LN-500149,CUST-100560,2025-04-05,0,0,False,False,23931.82,Current,DEBT_CONSOLIDATION
LN-500150,CUST-104542,2025-04-05,0,0,False,False,2967.0750000000003,Current,DEBT_CONSOLIDATION
LN-500151,CUST-106701,2025-04-05,0,0,False,False,41455.56999999996,Current,DEBT_CONSOLIDATION
LN-500152,CUST-105503,2025-04-05,0,0,False,False,27199.109999999993,Current,DEBT_CONSOLIDATION
LN-500153,CUST-102850,2025-04-05,0,0,False,False,23938.17,Current,DEBT_CONSOLIDATION
LN-500154,CUST-105313,2025-04-05,0,0,False,False,10146.254999999997,Current,DEBT_CONSOLIDATION
LN-500155,CUST-105467,2025-04-05,0,0,False,False,48723.09,Current,DEBT_CONSOLIDATION
LN-500156,CUST-106597,2025-04-05,2,47,False,False,45772.00249999998,30-59,DEBT_CONSOLIDATION
LN-500157,CUST-103741,2025-04-05,0,0,False,False,20374.792499999985,Current,DEBT_CONSOLIDATION
LN-500160,CUST-107095,2025-04-05,0,0,False,False,59769.51000000001,Current,DEBT_CONSOLIDATION
LN-500161,CUST-105816,2025-04-05,0,0,False,False,270759.2699999999,Current,DEBT_CONSOLIDATION
LN-500162,CUST-103245,2025-04-05,0,0,False,False,10500.959999999988,Current,DEBT_CONSOLIDATION
LN-500163,CUST-104815,2025-04-05,0,0,False,False,6113.8,Current,DEBT_CONSOLIDATION
LN-500164,CUST-100191,2025-04-05,0,0,False,False,1399.1099999999997,Current,DEBT_CONSOLIDATION
LN-500165,CUST-106950,2025-04-05,0,0,False,False,13018.497500000014,Current,DEBT_CONSOLIDATION
LN-500167,CUST-106671,2025-04-05,0,0,False,False,12551.900000000001,Current,DEBT_CONSOLIDATION
LN-500168,CUST-107937,2025-04-05,0,0,False,False,45395.1,Current,DEBT_CONSOLIDATION
LN-500169,CUST-104618,2025-04-05,0,0,False,False,15666.675000000003,Current,DEBT_CONSOLIDATION
LN-500171,CUST-105832,2025-04-05,0,0,True,False,5960.475000000002,Current,DEBT_CONSOLIDATION
LN-500172,CUST-107462,2025-04-05,0,0,False,False,8375.245000000006,Current,DEBT_CONSOLIDATION
LN-500174,CUST-100151,2025-04-05,0,0,False,False,41254.39999999998,Current,DEBT_CONSOLIDATION
LN-500175,CUST-101728,2025-04-05,0,0,False,False,12068.7325,Current,DEBT_CONSOLIDATION
LN-500176,CUST-100750,2025-04-05,0,0,False,False,21833.600000000013,Current,DEBT_CONSOLIDATION
LN-500178,CUST-101366,2025-04-05,0,0,False,False,142900.37999999998,Current,DEBT_CONSOLIDATION
LN-500179,CUST-106006,2025-04-05,0,0,False,False,22707.705,Current,DEBT_CONSOLIDATION
LN-500180,CUST-107695,2025-04-05,0,0,False,False,8831.329999999994,Current,DEBT_CONSOLIDATION
LN-500181,CUST-107618,2025-04-05,0,0,False,False,12112.105,Current,DEBT_CONSOLIDATION
LN-500182,CUST-101885,2025-04-05,0,0,False,False,232219.89500000002,Current,DEBT_CONSOLIDATION
LN-500184,CUST-105514,2025-04-05,0,0,False,False,179140.39250000005,Current,DEBT_CONSOLIDATION
LN-500185,CUST-106609,2025-04-05,0,0,False,False,8459.649999999996,Current,DEBT_CONSOLIDATION
LN-500186,CUST-104409,2025-04-05,0,0,False,False,32390.99,Current,DEBT_CONSOLIDATION
LN-500187,CUST-101483,2025-04-05,0,0,False,False,1986.37,Current,DEBT_CONSOLIDATION
LN-500189,CUST-101815,2025-04-05,0,0,False,False,35074.41749999999,Current,DEBT_CONSOLIDATION
LN-500190,CUST-101438,2025-04-05,0,0,False,False,42638.2875,Current,DEBT_CONSOLIDATION
LN-500191,CUST-107837,2025-04-05,0,0,False,False,3862.9500000000003,Current,DEBT_CONSOLIDATION
LN-500192,CUST-103371,2025-04-05,1,10,False,False,20832.37250000001,1-29,DEBT_CONSOLIDATION
LN-500193,CUST-102684,2025-04-05,0,0,False,False,1727.3249999999998,Current,DEBT_CONSOLIDATION
LN-500194,CUST-103339,2025-04-05,0,0,False,False,10769.66,Current,DEBT_CONSOLIDATION
LN-500195,CUST-105033,2025-04-05,0,0,False,False,14368.575000000008,Current,DEBT_CONSOLIDATION
LN-500196,CUST-103844,2025-04-05,0,0,False,False,43869.232500000006,Current,DEBT_CONSOLIDATION
LN-500198,CUST-106796,2025-04-05,0,0,False,False,16415.150000000005,Current,DEBT_CONSOLIDATION
LN-500199,CUST-107657,2025-04-05,0,0,False,False,8020.757500000002,Current,DEBT_CONSOLIDATION
LN-500200,CUST-102563,2025-04-05,0,0,False,False,7665.917499999996,Current,DEBT_CONSOLIDATION
LN-500201,CUST-100687,2025-04-05,0,0,False,False,15843.127500000002,Current,DEBT_CONSOLIDATION
LN-500202,CUST-101775,2025-04-05,0,0,False,False,23438.88,Current,DEBT_CONSOLIDATION
LN-500205,CUST-104919,2025-04-05,0,0,True,False,29380.950000000004,Current,DEBT_CONSOLIDATION
LN-500206,CUST-100591,2025-04-05,0,0,False,False,11041.495,Current,DEBT_CONSOLIDATION
LN-500207,CUST-100001,2025-04-05,0,0,False,False,453.70000000000005,Current,DEBT_CONSOLIDATION
LN-500208,CUST-103849,2025-04-05,0,0,False,False,8904.644999999995,Current,DEBT_CONSOLIDATION
LN-500209,CUST-107182,2025-04-05,0,0,False,False,135404.64999999997,Current,DEBT_CONSOLIDATION
LN-500210,CUST-104226,2025-04-05,0,0,False,False,8164.115,Current,DEBT_CONSOLIDATION
LN-500211,CUST-107222,2025-04-05,3,69,False,False,10032.455000000004,60-89,DEBT_CONSOLIDATION
LN-500212,CUST-100656,2025-04-05,0,0,False,False,11123.080000000002,Current,DEBT_CONSOLIDATION
LN-500214,CUST-104378,2025-04-05,0,0,False,False,4588.557499999995,Current,DEBT_CONSOLIDATION
LN-500215,CUST-102880,2025-04-05,0,0,False,False,24250.885,Current,DEBT_CONSOLIDATION
LN-500216,CUST-102500,2025-04-05,0,0,False,False,10362.759999999997,Current,DEBT_CONSOLIDATION
LN-500217,CUST-105487,2025-04-05,0,0,False,False,17315.66,Current,DEBT_CONSOLIDATION
LN-500218,CUST-106769,2025-04-05,0,0,False,False,46529.74999999996,Current,DEBT_CONSOLIDATION
LN-500219,CUST-105222,2025-04-05,0,0,False,False,37325.030000000006,Current,DEBT_CONSOLIDATION
LN-500220,CUST-105258,2025-04-05,0,0,False,False,27498.212500000016,Current,DEBT_CONSOLIDATION
LN-500221,CUST-101291,2025-04-05,0,0,False,False,8088.1,Current,DEBT_CONSOLIDATION
LN-500222,CUST-102469,2025-04-05,0,0,False,False,11385.407499999996,Current,DEBT_CONSOLIDATION
LN-500223,CUST-100203,2025-04-05,0,0,False,False,11623.58,Current,DEBT_CONSOLIDATION
LN-500224,CUST-105099,2025-04-05,0,0,False,False,10838.25,Current,DEBT_CONSOLIDATION
LN-500225,CUST-103980,2025-04-05,0,0,False,False,15179.672499999997,Current,DEBT_CONSOLIDATION
LN-500226,CUST-103029,2025-04-05,0,0,False,False,12366.985000000004,Current,DEBT_CONSOLIDATION
LN-500227,CUST-102869,2025-04-05,0,0,False,False,15877.6275,Current,DEBT_CONSOLIDATION
LN-500228,CUST-102870,2025-04-05,0,0,False,False,5270.915000000002,Current,DEBT_CONSOLIDATION
LN-500231,CUST-104740,2025-04-05,0,0,False,False,24447.529999999988,Current,DEBT_CONSOLIDATION
LN-500232,CUST-106855,2025-04-05,0,0,False,False,451610.35000000003,Current,DEBT_CONSOLIDATION
LN-500233,CUST-105377,2025-04-05,1,23,False,False,23409.65,1-29,DEBT_CONSOLIDATION
LN-500235,CUST-102463,2025-04-05,0,0,False,False,31298.325,Current,DEBT_CONSOLIDATION
LN-500236,CUST-105684,2025-04-05,1,2,False,False,5582.0325,1-29,DEBT_CONSOLIDATION
LN-500237,CUST-103827,2025-04-05,0,0,False,False,13081.799999999997,Current,DEBT_CONSOLIDATION
LN-500239,CUST-106761,2025-04-05,0,0,False,False,22997.787499999995,Current,DEBT_CONSOLIDATION
LN-500240,CUST-106766,2025-04-05,0,0,False,False,8396.759999999997,Current,DEBT_CONSOLIDATION
LN-500241,CUST-104678,2025-04-05,0,0,False,False,8336.390000000003,Current,DEBT_CONSOLIDATION
LN-500242,CUST-103837,2025-04-05,0,0,False,False,27479.21,Current,DEBT_CONSOLIDATION
LN-500243,CUST-104204,2025-04-05,0,0,False,False,28343.934999999998,Current,DEBT_CONSOLIDATION
LN-500244,CUST-105395,2025-04-05,1,25,False,False,21185.609999999997,1-29,DEBT_CONSOLIDATION
LN-500245,CUST-107237,2025-04-05,0,0,False,False,446011.2075,Current,DEBT_CONSOLIDATION
LN-500246,CUST-103962,2025-04-05,0,0,False,False,28956.73,Current,DEBT_CONSOLIDATION
LN-500248,CUST-100186,2025-04-05,0,0,False,False,577304.3574999998,Current,DEBT_CONSOLIDATION
LN-500249,CUST-102992,2025-04-05,0,0,False,False,10205.515,Current,DEBT_CONSOLIDATION
LN-500250,CUST-103894,2025-04-05,0,0,False,False,106528.30250000002,Current,DEBT_CONSOLIDATION
LN-500251,CUST-105073,2025-04-05,0,0,False,False,23327.5775,Current,DEBT_CONSOLIDATION
LN-500252,CUST-103103,2025-04-05,1,11,False,False,91753.98000000004,1-29,DEBT_CONSOLIDATION
LN-500254,CUST-102097,2025-04-05,0,0,False,False,49788.19249999999,Current,DEBT_CONSOLIDATION
LN-500255,CUST-101809,2025-04-05,0,0,False,False,8874.66,Current,DEBT_CONSOLIDATION
LN-500256,CUST-104548,2025-04-05,0,0,False,False,18340.609999999993,Current,DEBT_CONSOLIDATION
LN-500257,CUST-101792,2025-04-05,0,0,False,False,471654.27,Current,DEBT_CONSOLIDATION
LN-500258,CUST-104634,2025-04-05,0,0,False,False,18072.98999999999,Current,DEBT_CONSOLIDATION
LN-500259,CUST-105082,2025-04-05,0,0,False,False,24868.039999999994,Current,DEBT_CONSOLIDATION
LN-500260,CUST-106555,2025-04-05,0,0,False,False,12499.135000000006,Current,DEBT_CONSOLIDATION
LN-500262,CUST-106242,2025-04-05,0,0,False,False,27557.622499999998,Current,DEBT_CONSOLIDATION
LN-500264,CUST-106962,2025-04-05,0,0,False,False,260225.1725,Current,DEBT_CONSOLIDATION
LN-500265,CUST-100983,2025-04-05,1,2,False,False,19129.149999999994,1-29,DEBT_CONSOLIDATION
LN-500266,CUST-103606,2025-04-05,0,0,False,False,12442.5475,Current,DEBT_CONSOLIDATION
LN-500268,CUST-105404,2025-04-05,0,0,False,False,14163.457499999993,Current,DEBT_CONSOLIDATION
LN-500269,CUST-102799,2025-04-05,0,0,False,False,43298.30999999999,Current,DEBT_CONSOLIDATION
LN-500270,CUST-103325,2025-04-05,0,0,True,False,24873.084999999992,Current,DEBT_CONSOLIDATION
LN-500271,CUST-100758,2025-04-05,0,0,False,False,2393.04,Current,DEBT_CONSOLIDATION
LN-500272,CUST-105541,2025-04-05,0,0,False,False,22597.009999999995,Current,DEBT_CONSOLIDATION
LN-500273,CUST-100608,2025-04-05,0,0,False,False,21007.95749999999,Current,DEBT_CONSOLIDATION
LN-500274,CUST-102810,2025-04-05,0,0,False,False,46876.31249999998,Current,DEBT_CONSOLIDATION
LN-500276,CUST-100044,2025-04-05,0,0,False,False,11862.300000000005,Current,DEBT_CONSOLIDATION
LN-500277,CUST-105267,2025-04-05,0,0,False,False,5248.010000000004,Current,DEBT_CONSOLIDATION
LN-500278,CUST-101308,2025-04-05,0,0,False,False,34547.862499999996,Current,DEBT_CONSOLIDATION
LN-500279,CUST-105582,2025-04-05,0,0,False,False,2439.6524999999997,Current,DEBT_CONSOLIDATION
LN-500280,CUST-107817,2025-04-05,0,0,False,False,36272.35500000001,Current,DEBT_CONSOLIDATION
LN-500282,CUST-105662,2025-04-05,0,0,False,False,12852.567500000005,Current,DEBT_CONSOLIDATION
LN-500283,CUST-102743,2025-04-05,0,0,False,False,1542.7975,Current,DEBT_CONSOLIDATION
LN-500284,CUST-102704,2025-04-05,0,0,False,False,1279.4600000000012,Current,DEBT_CONSOLIDATION
LN-500285,CUST-105329,2025-04-05,4,117,False,False,103923.36,90+,DEBT_CONSOLIDATION
LN-500286,CUST-101328,2025-04-05,2,48,False,False,13123.999999999995,30-59,DEBT_CONSOLIDATION
LN-500287,CUST-100152,2025-04-05,0,0,False,False,48972.29999999998,Current,DEBT_CONSOLIDATION
LN-500288,CUST-101279,2025-04-05,0,0,False,False,19902.410000000007,Current,DEBT_CONSOLIDATION
LN-500289,CUST-106907,2025-04-05,0,0,False,False,9713.244999999997,Current,DEBT_CONSOLIDATION
LN-500291,CUST-105904,2025-04-05,0,0,False,False,16098.095000000005,Current,DEBT_CONSOLIDATION
LN-500292,CUST-101553,2025-04-05,0,0,False,False,12401.605,Current,DEBT_CONSOLIDATION
LN-500293,CUST-102529,2025-04-05,0,0,False,False,10888.314999999999,Current,DEBT_CONSOLIDATION
LN-500294,CUST-107666,2025-04-05,0,0,False,False,11727.33,Current,DEBT_CONSOLIDATION
LN-500295,CUST-104111,2025-04-05,0,0,False,False,24898.197499999987,Current,DEBT_CONSOLIDATION
LN-500296,CUST-104743,2025-04-05,0,0,False,False,16344.314999999986,Current,DEBT_CONSOLIDATION
LN-500297,CUST-107582,2025-04-05,0,0,False,False,15396.654999999999,Current,DEBT_CONSOLIDATION
LN-500298,CUST-101825,2025-04-05,0,0,True,False,2282.6225,Current,DEBT_CONSOLIDATION
LN-500299,CUST-105354,2025-04-05,2,59,False,False,11348.769999999997,30-59,DEBT_CONSOLIDATION
LN-500300,CUST-103009,2025-04-05,0,0,False,False,37642.06999999998,Current,DEBT_CONSOLIDATION
LN-500302,CUST-100532,2025-04-05,0,0,True,False,79034.15999999996,Current,DEBT_CONSOLIDATION
LN-500304,CUST-106100,2025-04-05,0,0,False,False,25798.492500000015,Current,DEBT_CONSOLIDATION
LN-500305,CUST-105399,2025-04-05,0,0,False,False,60765.404999999984,Current,DEBT_CONSOLIDATION
LN-500306,CUST-107248,2025-04-05,0,0,False,False,16674.249999999996,Current,DEBT_CONSOLIDATION
LN-500307,CUST-104440,2025-04-05,0,0,False,False,116091.39499999997,Current,DEBT_CONSOLIDATION
LN-500308,CUST-103737,2025-04-05,0,0,False,False,29371.824999999997,Current,DEBT_CONSOLIDATION
LN-500309,CUST-100412,2025-04-05,0,0,False,False,9495.000000000002,Current,DEBT_CONSOLIDATION
LN-500310,CUST-106088,2025-04-05,0,0,False,False,10750.600000000004,Current,DEBT_CONSOLIDATION
LN-500311,CUST-100956,2025-04-05,0,0,False,False,22446.79,Current,DEBT_CONSOLIDATION
LN-500312,CUST-100269,2025-04-05,0,0,False,False,18885.755,Current,DEBT_CONSOLIDATION
LN-500313,CUST-107185,2025-04-05,0,0,False,False,30179.309999999998,Current,DEBT_CONSOLIDATION
